File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF406EOR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR336PTS	TF ChIP-seq	/human-donors/ENCDO371NVV/	NTR:0001226	parathyroid adenoma	tissue	Homo sapiens										CTCF-human	DNA						2017-12-08	ENCODE		sonication (generic)	300-600	1	1_1							/files/ENCFF356LFX/, /files/ENCFF317HVE/, /files/ENCFF067TQJ/	566189	ENCODE Processing Pipeline	1ec204676c49b2a3d63956ca42ebe126		https://www.encodeproject.org/files/ENCFF406EOR/@@download/ENCFF406EOR.bed.gz				released	s3://encode-public/2021/02/04/f348f10a-e593-4fed-a7af-7158cb7c44c2/ENCFF406EOR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/f348f10a-e593-4fed-a7af-7158cb7c44c2/ENCFF406EOR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.0 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF167QRJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR473DVS	TF ChIP-seq	/human-donors/ENCDO392CRK/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF927FHI/, /files/ENCFF886CGW/	374221	ENCODE Processing Pipeline	4fb023c73a81e1d6ee1abaff622ef87c		https://www.encodeproject.org/files/ENCFF167QRJ/@@download/ENCFF167QRJ.bed.gz				released	s3://encode-public/2020/07/09/b3d4b19c-8a15-4898-9684-3518e9f20335/ENCFF167QRJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/b3d4b19c-8a15-4898-9684-3518e9f20335/ENCFF167QRJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF729FSA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR324RCI	TF ChIP-seq	/human-donors/ENCDO882MMZ/	UBERON:0002107	liver	tissue	Homo sapiens										FOXA1-human	DNA						2016-06-30	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF297KOW/, /files/ENCFF238LEY/, /files/ENCFF358OBZ/, /files/ENCFF862RGS/	340913	ENCODE Processing Pipeline	91a8ae29f0a038e468fde2f2e1d32d63		https://www.encodeproject.org/files/ENCFF729FSA/@@download/ENCFF729FSA.bed.gz				released	s3://encode-public/2020/12/08/cac17170-b09a-4751-aa2b-3c918dcff8b6/ENCFF729FSA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/cac17170-b09a-4751-aa2b-3c918dcff8b6/ENCFF729FSA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF852ZIK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR130PDE	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3164/'], '@type': ['Target', 'Item'], 'name': 'NR4A1-human', 'label': 'NR4A1', '@id': '/targets/NR4A1-human/', 'title': 'NR4A1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '67f4c463-a2ed-4e94-a4fc-47f66eb85097', 'status': 'released'}				NR4A1-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF479CME/, /files/ENCFF101FMZ/, /files/ENCFF677JWL/, /files/ENCFF356LFX/	294632	ENCODE Processing Pipeline	f9f4b474201ae7a172b6d9c660d09531		https://www.encodeproject.org/files/ENCFF852ZIK/@@download/ENCFF852ZIK.bed.gz				released	s3://encode-public/2020/11/28/6c134b36-4bd9-409f-8642-82adc3d10e0c/ENCFF852ZIK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/6c134b36-4bd9-409f-8642-82adc3d10e0c/ENCFF852ZIK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, moderate library complexity		
ENCFF976GVH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR297GII	TF ChIP-seq	/human-donors/ENCDO882MMZ/	UBERON:0002107	liver	tissue	Homo sapiens										HNF4G-human	DNA						2016-06-30	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF260FNB/, /files/ENCFF013UOS/, /files/ENCFF238LEY/, /files/ENCFF862RGS/	392146	ENCODE Processing Pipeline	8dc9a73dcc8f30a12b450be20197ab16		https://www.encodeproject.org/files/ENCFF976GVH/@@download/ENCFF976GVH.bed.gz				released	s3://encode-public/2020/12/08/2084e1f6-1c42-4f3e-b403-93d856abe8e6/ENCFF976GVH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/2084e1f6-1c42-4f3e-b403-93d856abe8e6/ENCFF976GVH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF425EIC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR205FOW	TF ChIP-seq	/human-donors/ENCDO882MMZ/	UBERON:0002107	liver	tissue	Homo sapiens										ATF3-human	DNA						2016-03-31	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF476SBQ/, /files/ENCFF356LFX/, /files/ENCFF105GQL/, /files/ENCFF152TDN/, /files/ENCFF218HWR/	305651	ENCODE Processing Pipeline	a28d28361093c79ca78b336f08e5f926		https://www.encodeproject.org/files/ENCFF425EIC/@@download/ENCFF425EIC.bed.gz				released	s3://encode-public/2020/12/08/acb6cc96-6eea-4ad0-b773-fa5bbae4afe9/ENCFF425EIC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/acb6cc96-6eea-4ad0-b773-fa5bbae4afe9/ENCFF425EIC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF531OSH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR059KXR	TF ChIP-seq	/human-donors/ENCDO940VNT/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF511UNS/, /files/ENCFF356LFX/, /files/ENCFF983MVP/	862325	ENCODE Processing Pipeline	f4c6a91c023b1b19bf3d81d02d3211e3		https://www.encodeproject.org/files/ENCFF531OSH/@@download/ENCFF531OSH.bed.gz				released	s3://encode-public/2021/04/12/d194d901-afbd-4b6f-8f83-683d3ab3b1e9/ENCFF531OSH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/d194d901-afbd-4b6f-8f83-683d3ab3b1e9/ENCFF531OSH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF113VJZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR676LDQ	TF ChIP-seq	/human-donors/ENCDO847KYQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF980EHI/, /files/ENCFF750SFB/, /files/ENCFF356LFX/	926173	ENCODE Processing Pipeline	ddefef9bf807636092d1e269972e1e30		https://www.encodeproject.org/files/ENCFF113VJZ/@@download/ENCFF113VJZ.bed.gz				released	s3://encode-public/2021/09/16/cd9b34f8-ba26-4d21-9701-2cd9594cb133/ENCFF113VJZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/cd9b34f8-ba26-4d21-9701-2cd9594cb133/ENCFF113VJZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF962FDB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR259PNW	TF ChIP-seq	/human-donors/ENCDO070VNS/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF735UOV/, /files/ENCFF375JDY/, /files/ENCFF356LFX/	519207	ENCODE Processing Pipeline	949d57e38b859065ef78274d21e59247		https://www.encodeproject.org/files/ENCFF962FDB/@@download/ENCFF962FDB.bed.gz				released	s3://encode-public/2021/09/16/3c87d5d1-e592-46ee-a096-4a15710a48b8/ENCFF962FDB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/3c87d5d1-e592-46ee-a096-4a15710a48b8/ENCFF962FDB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF302EBF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR740GKG	TF ChIP-seq	/human-donors/ENCDO845GYA/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF902XQU/, /files/ENCFF356LFX/, /files/ENCFF229YGD/	983642	ENCODE Processing Pipeline	a0ceb8345644e9b71d7aafd41f7083f0		https://www.encodeproject.org/files/ENCFF302EBF/@@download/ENCFF302EBF.bed.gz				released	s3://encode-public/2021/04/12/15c4ff1c-182b-4cab-84ec-117839b53843/ENCFF302EBF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/15c4ff1c-182b-4cab-84ec-117839b53843/ENCFF302EBF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF824IDM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR386YIH	TF ChIP-seq	/human-donors/ENCDO882MMZ/	UBERON:0002107	liver	tissue	Homo sapiens										SP1-human	DNA						2018-02-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF842NEO/, /files/ENCFF238LEY/, /files/ENCFF228PDO/, /files/ENCFF356LFX/, /files/ENCFF476SBQ/	1072990	ENCODE Processing Pipeline	ff7c59197530e86c89a51cee136c9f63		https://www.encodeproject.org/files/ENCFF824IDM/@@download/ENCFF824IDM.bed.gz				released	s3://encode-public/2020/12/08/1e8ce549-e3e1-4e60-8d73-40f04520b20c/ENCFF824IDM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/1e8ce549-e3e1-4e60-8d73-40f04520b20c/ENCFF824IDM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF382SFB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR680WMF	TF ChIP-seq	/human-donors/ENCDO153NUY/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF996FUT/, /files/ENCFF009EZA/	979804	ENCODE Processing Pipeline	115a82023a8ef0e8602169016b4e1808		https://www.encodeproject.org/files/ENCFF382SFB/@@download/ENCFF382SFB.bed.gz				released	s3://encode-public/2021/04/12/bae482f5-cc22-4298-aa66-aa58a5359517/ENCFF382SFB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/bae482f5-cc22-4298-aa66-aa58a5359517/ENCFF382SFB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF405YXO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR298DSB	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1575'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7733/'], '@type': ['Target', 'Item'], 'name': 'ZNF180-human', 'label': 'ZNF180', '@id': '/targets/ZNF180-human/', 'title': 'ZNF180 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '4eaf87a8-55c5-4183-9bbb-a0e3e4e4600f', 'status': 'released'}				ZNF180-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF657NDS/, /files/ENCFF962XLC/, /files/ENCFF356LFX/, /files/ENCFF066PQO/	53967	ENCODE Processing Pipeline	974ff9cb784a46240da39218a3684fff		https://www.encodeproject.org/files/ENCFF405YXO/@@download/ENCFF405YXO.bed.gz				released	s3://encode-public/2020/06/30/7493d0d1-6733-4a4b-a6cb-b6c7993a1c89/ENCFF405YXO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/06/30/7493d0d1-6733-4a4b-a6cb-b6c7993a1c89/ENCFF405YXO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, low read depth		
ENCFF260APL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR171FUX	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FOXK2-human	DNA						2016-04-22	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF243SVA/, /files/ENCFF622QQU/, /files/ENCFF486GGM/, /files/ENCFF356LFX/, /files/ENCFF900CKG/, /files/ENCFF310JPC/, /files/ENCFF423ZRC/	159086	ENCODE Processing Pipeline	ddf7d58963587e5c6d4e624083b7fa61		https://www.encodeproject.org/files/ENCFF260APL/@@download/ENCFF260APL.bed.gz				released	s3://encode-public/2020/12/08/c103054f-ba12-4b05-a19b-945ae891953b/ENCFF260APL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/c103054f-ba12-4b05-a19b-945ae891953b/ENCFF260APL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF811LFG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR211AFA	TF ChIP-seq	/human-donors/ENCDO915WZE/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF906KDR/, /files/ENCFF356LFX/, /files/ENCFF489KGR/	723589	ENCODE Processing Pipeline	bd84e3bbbeaa9ab705ad52f26b7ccaa5		https://www.encodeproject.org/files/ENCFF811LFG/@@download/ENCFF811LFG.bed.gz				released	s3://encode-public/2021/06/23/e58293da-0c3a-472a-bb76-fece09b13b26/ENCFF811LFG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/e58293da-0c3a-472a-bb76-fece09b13b26/ENCFF811LFG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF759TJN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR378BVM	TF ChIP-seq	/human-donors/ENCDO354SJE/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF150VKE/, /files/ENCFF356LFX/, /files/ENCFF949NPM/	783322	ENCODE Processing Pipeline	910436e9119b5d18405e1cfec4f954c6		https://www.encodeproject.org/files/ENCFF759TJN/@@download/ENCFF759TJN.bed.gz				released	s3://encode-public/2021/04/12/0e982e71-4448-4be9-b003-b46ad59ac2b0/ENCFF759TJN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/0e982e71-4448-4be9-b003-b46ad59ac2b0/ENCFF759TJN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF712ZNR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR416QLJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:CEBPB'], 'aliases': ['michael-snyder:TS-223'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1051/'], '@type': ['Target', 'Item'], 'label': 'CEBPB', 'title': 'CEBPB (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '664dba7f-f66c-4b46-aabb-a84058ad7571', 'schema_version': '14', 'name': 'CEBPB-human', '@id': '/targets/CEBPB-human/', 'status': 'released'}				CEBPB-human	DNA						2016-01-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF024PQO/, /files/ENCFF613TYI/, /files/ENCFF512OPB/	938256	ENCODE Processing Pipeline	57dc130e45153013e1ab2dde976b6045		https://www.encodeproject.org/files/ENCFF712ZNR/@@download/ENCFF712ZNR.bed.gz				released	s3://encode-public/2020/11/27/49cbaa70-6def-4c08-9ba8-5c6022915499/ENCFF712ZNR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/27/49cbaa70-6def-4c08-9ba8-5c6022915499/ENCFF712ZNR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF773RNU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR970OJY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1671'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6929/'], '@type': ['Target', 'Item'], 'name': 'TCF3-human', 'label': 'TCF3', '@id': '/targets/TCF3-human/', 'title': 'TCF3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e623aa7b-d26c-4226-94ba-8a3cf3108024', 'status': 'released'}				TCF3-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF220SAF/, /files/ENCFF735MDE/, /files/ENCFF356LFX/, /files/ENCFF213VOZ/	554627	ENCODE Processing Pipeline	b3ca8b482f3218d3a061a2153aa5e1df		https://www.encodeproject.org/files/ENCFF773RNU/@@download/ENCFF773RNU.bed.gz				released	s3://encode-public/2020/07/01/a100e5f4-f1ca-4056-b67d-f0cc0f2aadfb/ENCFF773RNU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/01/a100e5f4-f1ca-4056-b67d-f0cc0f2aadfb/ENCFF773RNU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF724CHN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR926KTP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10379/'], '@type': ['Target', 'Item'], 'name': 'IRF9-human', 'label': 'IRF9', '@id': '/targets/IRF9-human/', 'title': 'IRF9 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '5db9f9ae-f848-4e8d-80f2-adc5b4c18ae9', 'status': 'released'}				IRF9-human	DNA						2016-01-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF702TSG/, /files/ENCFF921HCB/, /files/ENCFF480JFK/	139716	ENCODE Processing Pipeline	0515e474db0f6b16cd387e7cd2ce8404		https://www.encodeproject.org/files/ENCFF724CHN/@@download/ENCFF724CHN.bed.gz				released	s3://encode-public/2020/12/01/c2ca9e0f-d2a5-4d9a-96a1-23037b92dc29/ENCFF724CHN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/c2ca9e0f-d2a5-4d9a-96a1-23037b92dc29/ENCFF724CHN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing biosample characterization, missing genetic modification characterization		
ENCFF429ZSH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR894SXR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TCF12-human	DNA						2017-06-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF150VUW/, /files/ENCFF665KHZ/, /files/ENCFF356LFX/, /files/ENCFF058VRY/, /files/ENCFF992PWX/	1895	ENCODE Processing Pipeline	07c372391ad1dfb88388e38a7aa2da6b		https://www.encodeproject.org/files/ENCFF429ZSH/@@download/ENCFF429ZSH.bed.gz				released	s3://encode-public/2020/12/03/cb3b8762-091d-461a-a2f6-72a9ee0dc6f4/ENCFF429ZSH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/cb3b8762-091d-461a-a2f6-72a9ee0dc6f4/ENCFF429ZSH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF958FYM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR108MKR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3110/'], '@type': ['Target', 'Item'], 'name': 'MNX1-human', 'label': 'MNX1', '@id': '/targets/MNX1-human/', 'title': 'MNX1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '33ef8915-991d-45d4-91a9-79267e7386d1', 'status': 'released'}				MNX1-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF365HGQ/, /files/ENCFF954YHR/, /files/ENCFF314HGZ/, /files/ENCFF356LFX/	619850	ENCODE Processing Pipeline	32c988286d8f822622b6c7b348da81f1		https://www.encodeproject.org/files/ENCFF958FYM/@@download/ENCFF958FYM.bed.gz				released	s3://encode-public/2020/06/29/a7444c40-dfc5-4ff6-b896-7158fc9cd34d/ENCFF958FYM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/06/29/a7444c40-dfc5-4ff6-b896-7158fc9cd34d/ENCFF958FYM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
