	Chrom	Start	End	Strand	Site Selection Category	Cluster ID	Site Delta	Site Std	Intercept	r Age	r Sex	r CT-PC1	r CT-PC2	r Age / Std	r Sex / Std	r CT-PC1 / Std	r CT-PC2 / Std
cg13959344	chr6	32901641	32901642	+	Age	6	0.3986993069302451	0.05296219843955669	0.2997162577515718	-0.17506025599460434	-0.025028935958580967	0.07259837732037394	-0.07482971790763773	-3.3053812181605813	-0.47258113703768045	1.3707583797380902	-1.4128891947912137
cg14417099	chr6	150073878	150073879	+	Cell Type PC1	9	0.6914978874509556	0.09883082836090452	0.6929949216402316	-0.034702116790161684	-0.014970095790932086	-0.5758232445398179	-0.0270323162284144	-0.3511264386395565	-0.1514719246940356	-5.826352506497881	-0.2735210933343531
cg14575356	chr6	130013902	130013903	-	Cell Type PC1	9	0.724179977186766	0.11858499414572787	0.8551104673375816	0.0013464302580157713	-0.01157117180663983	-0.7042179685669633	0.03854843524212753	0.011354136901682157	-0.09757703232181414	-5.938508271135529	0.3250700944063442
cg14919455	chr6	7167467	7167468	+	Cell Type PC1	9	0.528118567505387	0.06571842289257629	0.6270339984641098	-0.016713451998517995	-0.014442115732476626	-0.38005374308910606	-0.0017483767018212151	-0.2543191279230468	-0.21975749107801615	-5.783062440654489	-0.026604057505748756
cg15219685	chr6	111580119	111580120	+	Age	6	0.3805497252574024	0.057721442784791584	0.2930647738368568	-0.1872226796135814	-0.012955881060669278	-0.048549384168858636	-0.03141064261795436	-3.243555091157748	-0.22445525329250582	-0.8410978975329841	-0.5441763251668134
cg15804973	chr6	137114512	137114513	+	Age	6	0.6654526405222102	0.0899581343281365	0.5686473769277722	-0.2979264534272626	-0.018903353939055664	-0.032174472599918104	-0.07458350487837222	-3.311834506710964	-0.21013501536284307	-0.3576605144183697	-0.8290912815767956
cg16074643	chr6	116424275	116424276	+	Mixed	3	0.465852378691866	0.07346924509764888	0.5383004967758872	-0.11244496575241214	-0.019572376230809596	-0.282355323446518	-0.2579396405530874	-1.5305038945610527	-0.2664023048664201	-3.8431771426429666	-3.5108519246421634
cg17666418	chr6	106612001	106612002	+	Mixed	3	0.419704171718023	0.07230179967295419	0.4513243715445959	-0.1698136169380973	-0.006849843628003061	-0.180655420532813	-0.28849886209397557	-2.3486775945581226	-0.09473960065983489	-2.4986296516819686	-3.9902030571708416
cg17885226	chr6	105388730	105388731	+	Age	7	0.5394258975290044	0.07032035595483674	0.11896094885647651	0.2466805356510717	-0.027613641712446797	-0.027344951756220606	0.15679481985063892	3.507953455319571	-0.3926834746141169	-0.3888625332582632	2.2297216463372345
cg18501647	chr6	32117378	32117379	-	Age	7	0.48097405613690397	0.0578154600787353	0.5277934654774821	0.1815852874405099	0.013709373163421815	-0.02289955811515691	0.10298537812444214	3.1407738897730835	0.23712296234868435	-0.39608018484971697	1.7812774988591757
cg20052760	chr6	10510788	10510789	+	Age	6	0.444880999383919	0.0568462684321454	0.35720493425826144	-0.20566681739517217	-0.021961632610705394	0.015794867098585453	0.018034175803791748	-3.6179475463840967	-0.3863337597422057	0.2778523117562063	0.3172446723625889
cg20813374	chr6	35657179	35657180	-	Age	6	0.397018876476918	0.049614762778903566	0.5150650120938016	-0.15303031236958042	-0.0033547858201784103	0.06534003311402518	-0.11588513718375942	-3.0843705340590613	-0.06761668568543235	1.3169474054566694	-2.3356987052457368
cg21572722	chr6	11044893	11044894	+	Age	7	0.5216631488699051	0.06305149868882358	0.22385025044385648	0.2552095216044419	-0.008244296036805557	0.06898264752267616	0.03929433010069803	4.0476360897299335	-0.13075495758623307	1.0940683244203984	0.6232100888612706
cg22736354	chr6	18122718	18122719	+	Age	7	0.3362228277519633	0.05368041540063463	0.13103822526909495	0.1900062468192304	-0.01860644854810922	0.0958212005541498	0.007397744500916805	3.5395822741152645	-0.34661521169765847	1.7850309063185261	0.13781086539113008
cg22768222	chr6	45383689	45383690	+	Age	4	0.700479280975724	0.10094354314803362	0.6917620944973868	-0.29509953437209446	-0.011672506959546386	-0.0608542463060902	-0.25782501244281336	-2.923411693002803	-0.11563401279097826	-0.6028542728765475	-2.554150611344335
cg23280720	chr6	139483192	139483193	+	Cell Type PC1	10	0.574991766017656	0.09212077180012501	0.3081933229312059	0.0332367129160178	-0.004277947084448008	0.5388851970068297	0.009584483903228906	0.3607949897351239	-0.04643846334385795	5.849768586134429	0.1040425923050712
cg24690479	chr6	10521141	10521142	-	Mixed	3	0.4774707473373715	0.07058035561812931	0.5414705516105627	-0.10473371744821254	-0.017551784046631658	-0.26967900727188304	-0.2405941857627763	-1.4838933089947564	-0.24867803361029392	-3.8208791229526358	-3.4087981514926957
cg24737761	chr6	106245658	106245659	+	Cell Type PC1	9	0.69267897202237	0.1023619757095884	0.7984260800777506	0.015174299357791021	-0.015336285327772897	-0.6016256161383642	-0.008748245702536545	0.1482415638482994	-0.14982404571091457	-5.877432630308337	-0.08546382230210396
cg25278941	chr6	139795526	139795527	-	Mixed	3	0.5774661145697298	0.09025896620363513	0.6522278007921111	-0.16972637468829208	-0.01760410075360974	-0.34472109585062694	-0.3275243247097591	-1.8804378315764094	-0.1950399112027581	-3.819244894439567	-3.628717882396577
cg26350754	chr6	33043867	33043868	+	Age	6	0.5054143227527477	0.07321599310321251	0.33278876824508813	-0.2644291878001399	-0.020361792608890664	0.053823666518068775	-0.06964783672350425	-3.6116315109920634	-0.27810580374408994	0.7351353746194988	-0.9512653420588281
cg26514623	chr6	13295560	13295561	+	Cell Type PC1	9	0.624926875160852	0.0961964264140551	0.7802252591754009	0.009724369252415427	-0.009164615529723169	-0.5651619919207141	-0.0005303038926036258	0.1010886746515837	-0.09526981272959369	-5.875083025310172	-0.00551271925966414
cg26543112	chr6	133188276	133188277	+	Age	6	0.3757699276986638	0.056155018628603774	0.2995949317239781	-0.18850914022949172	-0.020058403374320237	0.09262728950695683	-0.08600216910027902	-3.356941994378941	-0.3571969854908579	1.6494926325209178	-1.5315134996050372
ch.6.33611621F	chr6	33503642	33503643	+	Age	4	0.2162881106649609	0.03082988066538081	0.14710685935721873	-0.09054008509933067	-0.0014363790210279448	-0.05993494191751753	-0.059959884194907026	-2.936764046608817	-0.046590482675493115	-1.9440536461374984	-1.9448626754574694
cg01092213	chr7	48127924	48127925	+	Mixed	3	0.440334317110947	0.0569384572696214	0.5553605396053285	-0.09087887264118535	-0.018002758196445645	-0.22456668318570022	-0.17280406282438854	-1.5960894797490819	-0.3161792408810263	-3.9440247234361614	-3.0349270266685884
cg01323964	chr7	65219170	65219171	+	Cell Type PC1	9	0.7250320634132241	0.11637357207389833	0.799706378671658	-0.005865218545029997	-0.015113690084184311	-0.6869523228428227	-0.005616285194152235	-0.05039991847380544	-0.12987218502313372	-5.902992497356714	-0.04826083013577894
cg01493685	chr7	111375788	111375789	+	Age	6	0.2865408683788439	0.0431802848391899	0.19352427194902172	-0.140937848895046	-0.015336622087284809	0.013948471484476171	-0.03387205693581778	-3.2639397683438283	-0.3551764918735663	0.3230287047994808	-0.7844333834749492
cg02010481	chr7	28218523	28218524	-	Mixed	3	0.468573968062737	0.07451733809428972	0.47807932424288957	-0.15791584678126522	-0.016427182975623372	-0.2550887645417982	-0.2377637313724074	-2.119182606623013	-0.22044779638850506	-3.423213591164842	-3.190716918411063
cg02088996	chr7	41817770	41817771	-	Mixed	3	0.6456670624065074	0.06960912407018419	0.5334058123832286	-0.1277298836940045	-0.015188048989039915	-0.21824576604295293	-0.2679988652369728	-1.8349589281603287	-0.21819049143222077	-3.1353040130616234	-3.8500536936330345
cg02383785	chr7	127808847	127808848	+	Age	7	0.3857577066661778	0.04165869023139311	0.06725417310458583	0.13926750217638667	-0.014188659263189522	-0.054045611635184794	0.06379802522041378	3.3430600290797816	-0.3405930235535165	-1.2973430353904205	1.5314457767646505
cg02703728	chr7	48127996	48127997	-	Mixed	3	0.31017824880733336	0.054379997111103126	0.4642897313941913	-0.0846873360108049	-0.017606517071889483	-0.15857370560843595	-0.2247965789489788	-1.5573251289032106	-0.3237682605226664	-2.9160300484101884	-4.133810056843137
cg03473532	chr7	131008742	131008743	-	Age	4	0.35681914119617897	0.06301597371367419	0.9677770552037687	-0.20648525510060545	0.015622012257022883	-0.05466037088112731	-0.042927583037054684	-3.276712917883534	0.24790559181081057	-0.867405003205818	-0.6812174835559128
cg03489712	chr7	143076880	143076881	+	Cell Type PC2	2	0.436050482561559	0.05282153950296928	0.5508677825848836	-0.09910573025985246	-0.008339069517130426	0.01326197293344909	-0.24586239878587257	-1.8762370652654188	-0.15787251934718144	0.2510713064829091	-4.654586009785872
cg03761471	chr7	143077177	143077178	+	Age	6	0.29308987328843683	0.037649249599494894	0.24936341060262351	-0.11642554108231569	-0.0031884052066710328	-0.0004467738044877309	-0.08978938883738447	-3.0923734820966438	-0.08468708515013294	-0.011866738626677033	-2.384891858205564
cg04427498	chr7	20830656	20830657	-	Age	7	0.6297559473185185	0.0628284436282678	0.23948671415942197	0.2180568753948933	-0.018794740578582374	0.015298303922111369	0.08573365825096477	3.470671288390551	-0.2991438191559187	0.2434932816834627	1.3645675955021024
cg05642546	chr7	37298926	37298927	-	Cell Type PC1	9	0.6357254223775883	0.08544383983152963	0.6050035188617353	-0.0013445468815708505	-0.018341384528044805	-0.4965329638405487	0.029239912989276008	-0.015736030639796915	-0.21466011551223205	-5.81122015138326	0.342212066392716
cg05862438	chr7	142920095	142920096	-	Mixed	3	0.46494174414053613	0.06504988396656022	0.5286872242103456	-0.10491578985376161	-0.017875068265302774	-0.2552928994887532	-0.2275336765179322	-1.6128512989768744	-0.2747901637225317	-3.9245711740237694	-3.497833703053167
cg09748749	chr7	65540428	65540429	+	Age	6	0.45195572074688695	0.05721133334104021	0.5129650423152663	-0.19281212966536423	-0.020268662636026974	0.00984008826846602	0.00202033157857711	-3.370173677232787	-0.3542770540795519	0.1719954368098478	0.035313485293792954
cg11961845	chr7	129008178	129008179	+	Cell Type PC2	5	0.3616231157951688	0.0540518214175713	0.41386797037609957	-0.12420395725554703	-0.01493853055567429	-0.041812342809117484	-0.2541047090560509	-2.2978681198552637	-0.2763742305789909	-0.7735602929289082	-4.701131292005749
cg12510708	chr7	26193804	26193805	-	Mixed	3	0.4593825950755749	0.0773800413273088	0.5518104128214628	-0.14194114647678824	-0.02198915256471959	-0.27478379355036364	-0.21579083652133613	-1.8343379512604974	-0.28417085578576995	-3.551093910483446	-2.7887144129138592
cg12534424	chr7	127992315	127992316	-	Age	7	0.376605001656326	0.0443454894949036	0.21848144016508475	0.15193487401748898	-0.013776882386982471	0.03630626667503888	0.06896885227875076	3.4261629705305223	-0.3106715596986651	0.8187138554240421	1.5552619457876768
cg13931228	chr7	24612417	24612418	+	Age	6	0.21598118701884328	0.03260073863097126	0.17997374411362277	-0.10372632760696705	-0.007655012019915891	-0.023243677184557332	-0.059314671785768394	-3.181717100986947	-0.23481099942451913	-0.7129800783861824	-1.819427236210484
cg14361627	chr7	130419115	130419116	-	Age	7	0.3419268358514952	0.05984861766158173	0.03236650193316426	0.22142189790481573	-0.022313411667407176	0.12207376387336549	-0.03308270009607172	3.6996994509858463	-0.37283086125029574	2.0397089965158477	-0.5527730027640773
cg15812586	chr7	139953116	139953117	-	Mixed	5	0.3403602295148586	0.060056986399745924	0.4111923557277073	-0.0945503126077978	-0.008711044693144876	-0.19465663712862635	-0.266244208272545	-1.5743432742106054	-0.14504631709561985	-3.2411988812254133	-4.433192942789274
cg17213713	chr7	37617627	37617628	-	Mixed	3	0.4600622119770045	0.06682506690448056	0.5296206902427969	-0.1401768864912953	-0.024192617234396113	-0.19624659212544476	-0.19663339148019665	-2.0976692278013505	-0.36202907613960084	-2.9367212217828187	-2.9425094592312715
cg17372101	chr7	147500721	147500722	+	Age	6	0.5950399110869791	0.08155513688660193	0.6914274364492313	-0.2681474538867747	-0.01974416444152069	-0.006324603665949006	-0.09240753532468737	-3.2879284386416936	-0.24209590217442584	-0.07755003433742046	-1.1330682388918691
cg17827670	chr7	129008129	129008130	+	Age	3	0.29529930835227197	0.042789684037237555	0.28241054799997173	-0.11192368038100732	-0.006399333773078747	-0.07693876289364777	-0.16050481424718022	-2.6156697086990914	-0.1495531906127129	-1.7980680302918834	-3.751016579311535
cg18064714	chr7	20824555	20824556	-	Age	7	0.3248048869565186	0.04382974322516149	0.12626186718032412	0.1468539739253318	-0.020198638049648884	0.07534678313194884	0.032923057238725	3.3505551965229596	-0.4608431755094879	1.7190788169777425	0.7511578854020012
cg18325315	chr7	73897229	73897230	-	Cell Type PC1	9	0.712890330692841	0.1011332490916027	0.781221352718573	-0.01786512793333453	-0.018174255067159334	-0.5885420762137167	-0.024756400182496835	-0.17664940159445452	-0.17970603367738908	-5.819471652499144	-0.24478992225468219
cg20665157	chr7	121969420	121969421	-	Age	7	0.646661696240295	0.1147979902509186	0.3221927679593894	0.3815730974930952	0.06280547338611461	0.07742171491054314	0.031225438015744282	3.3238656587896314	0.5470955828480809	0.674416988845531	0.2720033508208078
cg21184711	chr7	122488329	122488330	+	Age	7	0.687908551784842	0.14271210348258126	0.2740665510738902	0.48899140589474077	0.07616875023506565	0.08337861539942912	0.02382334721506174	3.426418600538844	0.5337231277259006	0.5842434759544127	0.16693291342292843
cg22203237	chr7	68983822	68983823	+	Mixed	3	0.5250926785341969	0.08049979698793713	0.5734906512646876	-0.12793662740662914	-0.02729346804240962	-0.2483090026822974	-0.3006504206002433	-1.5892788826014108	-0.33905014749912393	-3.084591663249864	-3.734797252287427
cg22584802	chr7	129007901	129007902	-	Age	4	0.3603226510176497	0.050952376541392376	0.30019178157110693	-0.1384791902581248	-0.010206419106856546	-0.07175026294394912	-0.1552549629327702	-2.7178161188542	-0.20031291570011692	-1.4081828525831586	-3.0470602839623218
cg23302989	chr7	25174491	25174492	-	Cell Type PC1	9	0.710435553071295	0.1013461105888569	0.7860733302078926	-0.0002039759788033813	-0.007076618911499216	-0.6055375570927183	-0.006758145091703124	-0.0020126670635726264	-0.06982625056237035	-5.974946187617166	-0.06668381304853142
cg23445003	chr7	101535820	101535821	+	Cell Type PC1	9	0.709593980605873	0.10669160807461141	0.739422032480932	-0.03121800788425111	-0.015972182928530892	-0.6222815286204262	-0.029180128106258724	-0.2926004064201542	-0.14970421026329692	-5.832525536453188	-0.27349974972588775
cg24853724	chr7	28997402	28997403	-	Age	7	0.36182110914488397	0.04149369960933845	0.08199361209877895	0.13586607123284664	-0.013880178094938776	0.0341147403282978	0.037292552057726615	3.2743783396520523	-0.3345129073960651	0.8221667542177907	0.8987521577693608
cg26153045	chr7	73441833	73441834	+	Age	6	0.654488476039695	0.0623273411494864	0.5344923976705368	-0.19788746879378022	-0.01203713221116702	0.0672162575840984	-0.10220230345690191	-3.174970488780603	-0.19312763851576895	1.0784393549355231	-1.6397667792659258
cg02049210	chr8	48647582	48647583	+	Mixed	3	0.2925440302397668	0.04904334829757089	0.3746688783600591	-0.0734108747157615	-0.007760425316547026	-0.17547925028259675	-0.20240726806839138	-1.4968569085116388	-0.1582360419084885	-3.578043840275241	-4.127109487718574
cg03183540	chr8	134931755	134931756	+	Mixed	3	0.5078004177201951	0.06453957166701557	0.3961134307425305	-0.15390359082551192	-0.015574297486086991	-0.17993627235229528	-0.1949209065300464	-2.384639173305327	-0.24131392700343243	-2.787999171743122	-3.020176637299643
cg03388786	chr8	56852252	56852253	+	Cell Type PC2	8	0.3496347723294531	0.04842686722253201	0.04085100763376634	0.03465933380262494	-0.007771142846402956	-0.12114747542508462	0.25911603962290564	0.7157046447658434	-0.16047172348962532	-2.5016583226081	5.350666984758914
cg08913523	chr8	126649806	126649807	+	Mixed	4	0.3905608849465648	0.06251187798214682	0.4156748833978441	-0.15889008354991543	-0.01669388024557583	-0.17733740376589438	-0.15480268498557107	-2.54175828144683	-0.2670513314340604	-2.8368593216243054	-2.4763723308677785
cg09941713	chr8	61705331	61705332	-	Cell Type PC2	8	0.3691706600575328	0.0419449666258333	0.044983605777700185	0.023839422978174898	-0.012787741636327538	-0.1154929251644525	0.24233861678969174	0.5683500285226724	-0.30486951510534166	-2.753439433977808	5.777537480276331
cg11638399	chr8	29441415	29441416	+	Cell Type PC1	9	0.66077213256368	0.08085200702210457	0.6351603253349285	-0.02355453601098839	-0.016569052228198045	-0.47174062617517876	-0.008128267059811872	-0.2913290204972733	-0.20493062372178517	-5.834618626674375	-0.10053265663015194
cg12809098	chr8	142165309	142165310	+	Cell Type PC1	9	0.7265449110297071	0.11610357982677329	0.8570975817957553	0.026269246932025776	-0.0077313908085903105	-0.6851013728040888	0.011612805589413078	0.22625699372249788	-0.06659046017466091	-5.900777338875003	0.10002108123401018
cg13074203	chr8	121798363	121798364	+	Mixed	5	0.5147958225268472	0.07235243936706526	0.6356322737310571	-0.05574435381601472	-0.015237697470440736	-0.2774304966411811	-0.35503466270447454	-0.770455762150702	-0.21060378342097638	-3.834431832127931	-4.907017176066159
cg18899777	chr8	102506550	102506551	-	Cell Type PC2	8	0.3763564174948859	0.05816931387270619	0.05969328198749814	0.0772225410076514	-0.01070988323854008	-0.15408808288399142	0.2827868042309379	1.3275477372251632	-0.18411568790336547	-2.6489582328783765	4.861443008417969
cg19405484	chr8	29513209	29513210	-	Mixed	3	0.41428847770684574	0.06715268821672613	0.41494811584154934	-0.16341277196840112	-0.01856772025852227	-0.15477702180716568	-0.21228596001224384	-2.4334509355903777	-0.27650002928546197	-2.3048522094550257	-3.1612429174409207
cg20988565	chr8	106334332	106334333	+	Age	6	0.669476906971462	0.09517153659812493	0.7513093431642994	-0.32310031776906856	-0.006603395379383606	-0.005143999947009986	-0.047813032124342056	-3.3949259339313254	-0.06938414168163916	-0.05404977297709548	-0.5023879390141535
cg21285555	chr8	52771465	52771466	-	Cell Type PC1	9	0.596588072023207	0.07365331913052978	0.6386075200571176	-0.005156841790823904	-0.012137297004917613	-0.430370007786879	-0.007219086777921699	-0.07001506315940567	-0.16478954578282712	-5.843185519231921	-0.09801441215606183
cg03257930	chr9	110399292	110399293	+	Mixed	3	0.285153588449909	0.04875628137516954	0.3972627043725798	-0.09773567068000494	-0.01649126769163628	-0.14903466303313667	-0.16803163697873152	-2.0045759833066246	-0.3382388325463005	-3.0567274375653395	-3.4463587509015032
cg07211259	chr9	5510496	5510497	-	Age	6	0.4419371660254532	0.07354222624765856	0.3618104449093647	-0.24960626519954843	-0.015898241783989867	0.050992871515633725	-0.12364899998721696	-3.3940537013250314	-0.21617841334380375	0.6933822120629267	-1.6813333821418508
cg11557901	chr9	128022357	128022358	+	Cell Type PC1	9	0.7676918838426929	0.11282342831467479	0.7940542774067727	-0.029397147066502493	-0.019050456062034815	-0.6596186825988841	0.004587196854392697	-0.260558888394272	-0.1688519516434243	-5.846469057465154	0.04065819416157598
cg12052661	chr9	140772544	140772545	+	Age	7	0.36633120334873803	0.04760223209031915	0.23076013224900255	0.14284894616077254	-0.02591988740012397	0.004966756667984659	0.11852320252437964	3.000887561107112	-0.5445099160674713	0.10433873475850614	2.48986648986327
cg13408655	chr9	101820843	101820844	+	Mixed	3	0.35852725986256	0.05708213233214132	0.4193670969382873	-0.08438309054753254	-0.02065519038875857	-0.20490826628201292	-0.1944088914268703	-1.4782750240747196	-0.36185036446384156	-3.589709387338968	-3.4057748630634843
cg13446911	chr9	96077699	96077700	-	Cell Type PC2	2	0.23832708186881602	0.029811128240056772	0.9387395643716536	-0.010422417676432639	0.008112076697364329	0.08645951326002825	-0.16150243454853608	-0.34961500257572237	0.272115722425569	2.9002429080779937	-5.417521713637381
cg13591783	chr9	75768867	75768868	+	Mixed	3	0.45498637986936175	0.07938026881511087	0.5253504089672058	-0.18040368836094856	-0.004632125421110023	-0.26777271342864223	-0.26651133691456874	-2.2726515172320356	-0.058353612179104244	-3.3732905849982315	-3.3574002821194213
cg13595556	chr9	129648321	129648322	+	Cell Type PC1	9	0.6121546100061479	0.0818394550227986	0.7315184892850431	-0.012180441617866165	-0.009311158521255497	-0.48295758489816787	-0.010936402120857766	-0.14883336667470443	-0.11377346682796972	-5.901280559158501	-0.13363239183119113
cg13633625	chr9	114706970	114706971	-	Cell Type PC1	9	0.7030888696899781	0.10724352322982582	0.787149407669925	-0.0034601911313221633	-0.018841407666822768	-0.6312236108147454	0.0017936882554509537	-0.03226480282549911	-0.17568807047158563	-5.885890278539394	0.016725376054710833
cg13823169	chr9	139776892	139776893	-	Age	6	0.545075158878035	0.05886910764003833	0.5545614838873559	-0.19676820453861807	-0.0025380391516808126	0.13230647319278194	-0.10511867731226651	-3.3424696318106095	-0.04311326013636785	2.2474686384204174	-1.7856339517667956
cg14080050	chr9	33159024	33159025	-	Mixed	5	0.3386935575467715	0.05418598974003631	0.4559749517625472	-0.050864773740564015	-0.017486675803252527	-0.18387471501224767	-0.25502537553103666	-0.9387071083243802	-0.3227158143119083	-3.393399583442295	-4.7064818185392765
cg14445047	chr9	139332114	139332115	-	Cell Type PC2	5	0.3280195781685777	0.04694921709803741	0.37449379374283276	-0.0955604766804671	-0.019634127172518723	-0.04820168221226311	-0.20949308070098613	-2.035400856225604	-0.4181992456129684	-1.0266770180983071	-4.462120854188715
cg01357381	chr10	3239688	3239689	-	Age	6	0.1510331067339172	0.021572839218701224	0.15049526017432835	-0.06493470453588046	-0.0045363131557545205	0.0060136647377902735	-0.04730259527433289	-3.010021253001755	-0.21027891181898986	0.27876093066957564	-2.192692153072131
cg02227879	chr10	75576191	75576192	-	Cell Type PC1	9	0.7423102002242086	0.10969767035962963	0.7476286612460872	-0.028306262481706992	-0.01534113808021595	-0.6367355689876326	-0.0020793060416395004	-0.2580388661756314	-0.1398492605168552	-5.804458443831828	-0.018954878757431806
cg02538681	chr10	90611910	90611911	-	Cell Type PC1	9	0.631826596367952	0.11208143885257883	0.8309405118400156	-0.0018569833741772606	-0.008788088918236958	-0.6544260732248444	0.004754825907767296	-0.016568161447496746	-0.07840806656484814	-5.8388443253803475	0.04242295563337064
cg04084348	chr10	75677010	75677011	+	Mixed	3	0.39221095829677716	0.0593259942743344	0.5110072447600478	-0.08660405252225303	-0.015106369121543534	-0.23024605482767946	-0.24168484947563554	-1.4597994282536562	-0.25463322286161577	-3.8810315384345517	-4.073844061644209
cg04492228	chr10	8101512	8101513	-	Cell Type PC2	8	0.313025328162128	0.04688134172907219	0.14980868542479336	0.010754492740438857	-0.021316052337727848	-0.023719060443249014	0.2597476816169287	0.22939814313739554	-0.45468093598757386	-0.5059381743022999	5.540534294389728
cg06422108	chr10	31610398	31610399	+	Cell Type PC2	8	0.1714779913813339	0.031024247683031785	0.026964363554497335	0.026368929601595044	-0.006992113173266021	-0.08622689738165165	0.16205681645420503	0.8499458188640334	-0.22537575269199017	-2.779338866251125	5.223553464048684
cg07052041	chr10	135092103	135092104	+	Mixed	3	0.28656323823229385	0.04567327683592191	0.3060038229050034	-0.09777509390988717	-0.009171454916975436	-0.10187586527665955	-0.18977420965069713	-2.140750580720044	-0.20080571293194605	-2.230535497653071	-4.15503819295576
cg07191657	chr10	14478540	14478541	+	Age	6	0.437915165433475	0.0638773363667126	0.5768419385295418	-0.19392230267981478	-0.01785793730334144	0.023423441784234455	-0.10952438889217718	-3.0358545567167776	-0.27956609212414607	0.3666940908394037	-1.7146048210809854
cg07472373	chr10	50595180	50595181	+	Cell Type PC1	9	0.7688864516306271	0.10383991796739288	0.7522383622844884	0.004718567863875561	-0.014671492528425534	-0.6122431291499578	-0.018380107639434762	0.04544078959458784	-0.14128952348587737	-5.896028628818932	-0.17700425808508788
cg07734159	chr10	75772917	75772918	+	Cell Type PC1	9	0.712677152604229	0.12445827904676102	0.8690880184146398	-0.011274876586496266	-0.0009184116582192925	-0.7305438018950356	0.003708596564767297	-0.09059161570328407	-0.007379273321578151	-5.869788715466316	0.029797909734666315
cg08641278	chr10	73848763	73848764	-	Cell Type PC2	8	0.26843959106703785	0.03561537291120956	0.03486981987395731	0.017139720563303772	-0.003023527892199507	-0.09725927492236508	0.19772624955354912	0.4812450119793419	-0.08489389960164881	-2.730822871484065	5.5517107751893535
cg08764162	chr10	31147087	31147088	+	Cell Type PC1	9	0.635516628245336	0.09386293342416775	0.7088407396196554	-0.020928274007681547	-0.010976982451281175	-0.5474299730326817	-0.02155183968919064	-0.22296633233383426	-0.11694693582264318	-5.832227409288808	-0.22960969685229854
cg08877357	chr10	113120531	113120532	+	Age	6	0.6147737407951236	0.11155572586358331	0.502831811733336	-0.36803422944294545	-0.036440061511326005	-0.013774232893510593	-0.06741031120785995	-3.2991065818799714	-0.3266534391599673	-0.12347401074109372	-0.6042747755529206
cg09099868	chr10	22622792	22622793	-	Age	7	0.6448491926803339	0.08708697785204188	0.27702811187334103	0.28202629501054044	-0.006447800483443525	-0.12202901158491546	0.19111785908533876	3.2384439323373297	-0.07403862945385636	-1.401231442343068	2.19456299666343
cg11230435	chr10	30724373	30724374	+	Mixed	5	0.2921496067394426	0.05648891346007931	0.3921357974822351	-0.06168777859824186	-0.011998145134770155	-0.1947993699361492	-0.26391287151511356	-1.0920333711470054	-0.21239822825144689	-3.4484531212272977	-4.671941011958403
cg12483947	chr10	72640099	72640100	-	Age	6	0.3952770943839704	0.06545463692351558	0.41540634543379323	-0.20181076585547258	-0.02442798422123177	0.020405303038227893	-0.1270368788541726	-3.0832157252860566	-0.373204792958765	0.31174724965737266	-1.9408384925061386
cg13848598	chr10	115804577	115804578	+	Age	7	0.485319691248834	0.060140660880323146	0.24556192187921536	0.21598057019669317	-0.004123374960969539	0.009211022594945486	0.10819637375792479	3.5912570137279256	-0.06856218240060323	0.15315798762629085	1.7990552842980903
cg15203735	chr10	48573301	48573302	+	Cell Type PC2	8	0.3455422805988675	0.04074924525779144	0.06613221850496301	0.02001837187942002	-0.014719097801200842	-0.0879778360141151	0.22378928370026835	0.49125748839709904	-0.3612115441177769	-2.1590052885039226	5.491863279540836
cg17753789	chr10	81026765	81026766	+	Cell Type PC2	2	0.34442410095281595	0.03934045689088826	0.5221153365385344	-0.03098660396194719	-0.010928317377748381	0.03589287684141874	-0.20767881134976152	-0.787652366313114	-0.27778826789069433	0.9123655310096811	-5.279013711654745
cg18240400	chr10	46168596	46168597	-	Age	7	0.541218299361975	0.06168242681307566	0.3312820453279545	0.2012145592084142	-0.007009826628965286	-0.01591178737705162	0.08912774636100768	3.262105101963336	-0.11364382030895254	-0.2579630568893016	1.4449455212114652
cg18738190	chr10	73740290	73740291	+	Age	4	0.627274514940783	0.11044099590532153	0.8386658361347992	-0.375720985274121	0.031523762329297794	-0.10612236558195128	-0.146732657431019	-3.4020064940035293	0.2854353319696825	-0.9608964923942509	-1.3286067934121986
cg18886109	chr10	72514347	72514348	-	Mixed	3	0.45546763242672594	0.06489065191664502	0.5513582454740397	-0.1212198412375465	-0.01915854585894705	-0.19172674735176032	-0.22507240835722753	-1.868063236492968	-0.29524354114298423	-2.9546127475809922	-3.468487397018961
cg19392831	chr10	120355755	120355756	+	Age	7	0.47166480628775703	0.040225643557257225	0.264273326423936	0.12661510367915077	-0.017597335750780138	0.04728739047366767	0.050813499811495064	3.1476215787306594	-0.43746561135142736	1.1755533607898343	1.263211606277152
cg19673155	chr10	72995180	72995181	-	Mixed	3	0.3234119925941224	0.04266993992131059	0.34985318280510047	-0.10650369256691646	-0.011693649113838661	-0.08864617536860332	-0.13917300641534286	-2.4959888099988974	-0.27404887692374086	-2.0774853569533827	-3.261617116686773
cg19991948	chr10	121335172	121335173	+	Age	6	0.688910011460702	0.0991405743355554	0.6235478881129578	-0.33415387652282963	-0.030183852941407713	-0.05530476168954371	-0.07792279169230704	-3.370505756723158	-0.30445509463407144	-0.5578418529466741	-0.7859828552996501
